onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
445.0	60.0	epochs	0.04	1.0	90.0
535.0	60.0	epochs	0.04	2.0	180.0
626.0	59.0	epochs			
716.0	60.0	epochs	0.04	2.0	315.0
806.0	60.0	epochs	0.04	2.0	45.0
897.0	59.0	epochs	0.04	1.0	45.0
987.0	60.0	epochs	0.04	2.0	180.0
1077.0	60.0	epochs	0.04	1.0	225.0
1168.0	59.0	epochs	0.04	1.0	135.0
1258.0	60.0	epochs	0.04	1.0	90.0
1348.0	60.0	epochs	0.04	1.0	225.0
1438.0	60.0	epochs	0.04	2.0	45.0
1529.0	60.0	epochs	0.04	2.0	270.0
1619.0	60.0	epochs	0.04	1.0	225.0
1709.0	60.0	epochs	0.04	1.0	270.0
1800.0	59.0	epochs	0.04	1.0	225.0
1890.0	60.0	epochs	0.04	1.0	270.0
1980.0	60.0	epochs			
2071.0	59.0	epochs	0.04	2.0	180.0
2161.0	60.0	epochs	0.04	1.0	270.0
2251.0	60.0	epochs	0.04	1.0	45.0
2342.0	59.0	epochs	0.04	2.0	45.0
2432.0	60.0	epochs	0.04	1.0	315.0
2522.0	60.0	epochs	0.04	1.0	135.0
2613.0	59.0	epochs	0.04	2.0	0.0
2703.0	60.0	epochs	0.04	1.0	45.0
2793.0	60.0	epochs	0.04	2.0	180.0
2883.0	60.0	epochs	0.04	2.0	135.0
2974.0	59.0	epochs	0.04	1.0	180.0
3064.0	60.0	epochs	0.04	2.0	315.0
3154.0	60.0	epochs	0.04	2.0	90.0
3245.0	59.0	epochs	0.04	2.0	45.0
3335.0	60.0	epochs	0.04	1.0	225.0
3425.0	60.0	epochs	0.04	1.0	315.0
3516.0	59.0	epochs			
3606.0	60.0	epochs	0.04	1.0	90.0
3696.0	60.0	epochs	0.04	1.0	315.0
3787.0	59.0	epochs	0.04	2.0	225.0
3877.0	60.0	epochs			
3967.0	60.0	epochs	0.04	2.0	225.0
4057.0	60.0	epochs	0.04	2.0	0.0
4148.0	60.0	epochs	0.04	2.0	180.0
4238.0	60.0	epochs			
4328.0	60.0	epochs	0.04	2.0	90.0
4419.0	59.0	epochs	0.04	2.0	135.0
4509.0	60.0	epochs			
4599.0	60.0	epochs	0.04	2.0	180.0
4690.0	59.0	epochs			
4780.0	60.0	epochs			
4870.0	60.0	epochs	0.04	1.0	315.0
4961.0	59.0	epochs	0.04	2.0	90.0
5051.0	60.0	epochs	0.04	1.0	180.0
5141.0	60.0	epochs	0.04	1.0	90.0
5232.0	59.0	epochs	0.04	1.0	180.0
5322.0	60.0	epochs	0.04	1.0	270.0
5412.0	60.0	epochs	0.04	1.0	180.0
5502.0	60.0	epochs	0.04	2.0	135.0
5593.0	59.0	epochs	0.04	2.0	225.0
5683.0	60.0	epochs	0.04	2.0	270.0
5773.0	60.0	epochs	0.04	2.0	135.0
5864.0	59.0	epochs	0.04	1.0	0.0
5954.0	60.0	epochs	0.04	1.0	0.0
6044.0	60.0	epochs	0.04	2.0	45.0
6135.0	59.0	epochs	0.04	2.0	135.0
6225.0	60.0	epochs	0.04	1.0	135.0
6315.0	60.0	epochs	0.04	1.0	180.0
6406.0	59.0	epochs	0.04	2.0	180.0
6496.0	60.0	epochs	0.04	2.0	45.0
6586.0	60.0	epochs	0.04	1.0	90.0
6676.0	60.0	epochs	0.04	1.0	270.0
6767.0	59.0	epochs	0.04	1.0	0.0
6857.0	60.0	epochs	0.04	2.0	90.0
6947.0	60.0	epochs	0.04	2.0	315.0
7038.0	59.0	epochs	0.04	1.0	0.0
7128.0	60.0	epochs	0.04	2.0	315.0
7218.0	60.0	epochs			
7309.0	59.0	epochs	0.04	1.0	270.0
7399.0	60.0	epochs	0.04	2.0	270.0
7489.0	60.0	epochs	0.04	1.0	225.0
7580.0	59.0	epochs	0.04	2.0	315.0
7670.0	60.0	epochs	0.04	1.0	90.0
7760.0	60.0	epochs	0.04	1.0	315.0
7850.0	60.0	epochs	0.04	1.0	315.0
7941.0	59.0	epochs	0.04	2.0	225.0
8031.0	60.0	epochs	0.04	2.0	0.0
8121.0	60.0	epochs	0.04	2.0	0.0
8212.0	59.0	epochs	0.04	1.0	90.0
8302.0	60.0	epochs	0.04	1.0	45.0
8392.0	60.0	epochs	0.04	2.0	270.0
8483.0	59.0	epochs	0.04	1.0	0.0
8573.0	60.0	epochs	0.04	1.0	225.0
8663.0	60.0	epochs	0.04	2.0	270.0
8754.0	59.0	epochs	0.04	1.0	225.0
8844.0	60.0	epochs	0.04	2.0	0.0
8934.0	60.0	epochs	0.04	2.0	0.0
9025.0	59.0	epochs	0.04	1.0	135.0
9115.0	60.0	epochs	0.04	2.0	225.0
9205.0	60.0	epochs			
9295.0	60.0	epochs	0.04	1.0	45.0
9386.0	59.0	epochs	0.04	1.0	315.0
9476.0	60.0	epochs	0.04	1.0	180.0
9566.0	60.0	epochs	0.04	1.0	225.0
9657.0	59.0	epochs	0.04	2.0	90.0
9747.0	60.0	epochs	0.04	2.0	0.0
9837.0	60.0	epochs	0.04	1.0	0.0
9928.0	59.0	epochs	0.04	1.0	315.0
10018.0	60.0	epochs	0.04	2.0	90.0
10108.0	60.0	epochs	0.04	2.0	315.0
